SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1656 West 31st St,Jacksonville,FL,32209,190000,3,2.0,Metes & Bounds,1934,,1965,1,98,,Active,,,https://www.redfin.com/FL/Jacksonville/1656-W-31st-St-32209/home/72742235,NEFLMLS,1177523,N,Y,30.3633044,-81.6845361
MLS Listing,,Single Family Residential,5311 Camille Ave,Jacksonville,FL,32210,269900,4,2.0,Lake Shore,1286,,1951,1,210,,Active,,,https://www.redfin.com/FL/Jacksonville/5311-Camille-Ave-32210/home/68278982,NEFLMLS,1177520,N,Y,30.2866693,-81.7369725
MLS Listing,,Single Family Residential,11442 Tori Ln,Jacksonville,FL,32218,410000,5,3.0,Victoria Pointe,2887,,2006,1,142,37,Active,,,https://www.redfin.com/FL/Jacksonville/11442-Tori-Ln-32218/home/108872705,NEFLMLS,1177514,N,Y,30.4434231,-81.6882259
MLS Listing,,Single Family Residential,10460 Keuka Dr,Jacksonville,FL,32218,163000,3,2.0,Highlands,941,,1954,1,173,,Active,,,https://www.redfin.com/FL/Jacksonville/10460-Keuka-Dr-32218/home/72729689,NEFLMLS,1177508,N,Y,30.4258287,-81.6695313
MLS Listing,,Single Family Residential,2751 College St,Jacksonville,FL,32205,425000,2,2.0,Avondale,1120,,1920,1,379,,Active,,,https://www.redfin.com/FL/Jacksonville/2751-College-St-32205/home/104026502,NEFLMLS,1177507,N,Y,30.3144867,-81.6973363
MLS Listing,,Condo/Co-op,5201 Atlantic Blvd #112,Jacksonville,FL,32207,160000,2,2.0,Colonial Point Condo,1130,,1971,1,142,358,Active,,,https://www.redfin.com/FL/Jacksonville/5201-Atlantic-Blvd-32207/unit-112/home/72759624,NEFLMLS,1177505,N,Y,30.3116974,-81.6107534
MLS Listing,,Single Family Residential,10142 Delpoint Ln,Jacksonville,FL,32246,825000,4,3.5,Old Mill Branch U 1,2955,,2005,1,279,117,Active,,,https://www.redfin.com/FL/Jacksonville/10142-Delpoint-Ln-32246/home/108870022,NEFLMLS,1177501,N,Y,30.261918,-81.5358582
PAST SALE,August-10-2018,Townhouse,283 Amber Ridge Rd #0,Jacksonville,FL,32218,329900,3,2.0,Cedar Bay Heights,2098,,2013,1,157,36,Pending,,,https://www.redfin.com/FL/Jacksonville/283-Amber-Ridge-Rd-32218/home/58742852,NEFLMLS,1177500,N,Y,30.4336976,-81.6354238
MLS Listing,,Single Family Residential,5531 Shady Pine St South,Jacksonville,FL,32244,290000,3,2.0,Ortega Park,1477,,2006,1,196,19,Active,,,https://www.redfin.com/FL/Jacksonville/5531-Shady-Pine-St-S-32244/home/58722564,NEFLMLS,1177496,N,Y,30.217476,-81.7262852
MLS Listing,,Single Family Residential,12358 Hindmarsh Cir,Jacksonville,FL,32225,495000,4,2.0,Waterleaf,1984,,2005,1,249,46,Active,,,https://www.redfin.com/FL/Jacksonville/12358-N-Hindmarsh-Cir-32225/home/108897012,NEFLMLS,1177490,N,Y,30.3432527,-81.4933919
MLS Listing,,Condo/Co-op,8230 Dames Point Crossing Blvd #502,Jacksonville,FL,32277,180000,2,2.5,Seasons @ Mill Cove,1100,,2001,1,164,263,Active,,,https://www.redfin.com/FL/Jacksonville/8230-Dames-Point-Crossing-Blvd-32277/unit-502/home/62474528,NEFLMLS,1177485,N,Y,30.3561057,-81.560131
MLS Listing,,Single Family Residential,13195 Holsinger Blvd,Jacksonville,FL,32256,449995,3,2.0,WELLS CREEK,1630,,2022,1,276,55,Active,,,https://www.redfin.com/FL/Jacksonville/13195-Holsinger-Blvd-32256/home/176585395,NEFLMLS,1177483,N,Y,30.1331126,-81.4856536
MLS Listing,,Townhouse,6935 Woody Vine Dr,Jacksonville,FL,32258,330000,3,2.0,Greenbrier At Bartram Park,1720,,2010,1,192,200,Active,,,https://www.redfin.com/FL/Jacksonville/6935-Woody-Vine-Dr-32258/home/64332445,NEFLMLS,1177478,N,Y,30.126649,-81.531771
MLS Listing,,Single Family Residential,13031 Normeds Rd,Jacksonville,FL,32223,1599000,5,6.5,Sarah Faulk Grant,5905,,1997,1,271,,Active,,,https://www.redfin.com/FL/Jacksonville/13031-Normeds-Rd-32223/home/72750201,NEFLMLS,1177477,N,Y,30.1532251,-81.6711138
MLS Listing,,Condo/Co-op,1732 El Camino Rd #3,Jacksonville,FL,32216,129900,2,2.0,Southbrook,992,,1967,1,131,300,Active,,,https://www.redfin.com/FL/Jacksonville/1732-El-Camino-Rd-32216/unit-3/home/108847583,NEFLMLS,1177476,N,Y,30.291085,-81.581102
MLS Listing,,Single Family Residential,12173 Tabby Ct,Jacksonville,FL,32218,345000,4,2.0,SUMMER WALK,1705,,2019,1,202,31,Active,,,https://www.redfin.com/FL/Jacksonville/12173-Tabby-Ct-32218/home/167180730,NEFLMLS,1177147,N,Y,30.4527353,-81.6861445
MLS Listing,,Condo/Co-op,7920 Merrill Rd #1001,Jacksonville,FL,32277,175000,3,2.0,Merrill Pines,1157,,2006,1,151,200,Active,,,https://www.redfin.com/FL/Jacksonville/7920-Merrill-Rd-32277/unit-1001/home/62473097,NEFLMLS,1176811,N,Y,30.351901,-81.5637975
MLS Listing,,Single Family Residential,4219 Stratford Way,Jacksonville,FL,32225,585000,4,4.0,Hidden Hills,2882,,1983,1,203,126,Active,,,https://www.redfin.com/FL/Jacksonville/4219-Stratford-Way-32225/home/108858875,NEFLMLS,1177365,N,Y,30.3745682,-81.5093973
MLS Listing,,Single Family Residential,13752 Night Hawk Ct,Jacksonville,FL,32224,549900,3,2.0,Osprey Pointe,1953,,1989,1,282,71,Active,,,https://www.redfin.com/FL/Jacksonville/13752-Night-Hawk-Ct-32224/home/108801757,NEFLMLS,1177033,N,Y,30.3085432,-81.4473185
MLS Listing,,Single Family Residential,110 Kiwi Palm Ct,Ponte Vedra,FL,32081,750000,4,2.0,PALMS AT NOCATEE NORTH,2274,,2016,1,330,67,Active,,,https://www.redfin.com/FL/PONTE-VEDRA-BEACH/110-KIWI-PALM-CT-32081/home/81564225,NEFLMLS,1176877,N,Y,30.12986,-81.438884
MLS Listing,,Townhouse,2231 Betsy Dr,Jacksonville,FL,32210,310000,3,2.0,Cedar Hills,1640,,1959,1,189,,Active,,,https://www.redfin.com/FL/Jacksonville/2231-Betsy-Dr-32210/home/72823529,NEFLMLS,1177078,N,Y,30.2768116,-81.749496
MLS Listing,,Condo/Co-op,4241 Migration Dr #2,Jacksonville,FL,32257,225000,3,2.0,Osprey Branch,1284,,2006,1,175,338,Contingent,,,https://www.redfin.com/FL/Jacksonville/4241-Migration-Dr-32257/unit-2/home/108871928,NEFLMLS,1176257,N,Y,30.208499,-81.6064395
MLS Listing,,Condo/Co-op,7801 Point Meadows Dr #3204,Jacksonville,FL,32256,265000,3,2.0,Point Meadows Place,1412,,2003,1,188,312,Active,,,https://www.redfin.com/FL/Jacksonville/7801-Point-Meadows-Dr-32256/unit-3204/home/58755966,NEFLMLS,1176103,N,Y,30.2330166,-81.518527
MLS Listing,,Condo/Co-op,3225 St Johns Ave Unit B,Jacksonville,FL,32205,400000,2,2.0,The Kahler,1385,,1936,1,289,357,Active,,,https://www.redfin.com/FL/Jacksonville/3225-St-Johns-Ave-32205/unit-B/home/108789768,NEFLMLS,1177034,N,Y,30.3006463,-81.6992795
MLS Listing,,Single Family Residential,6130 Firestone Rd,Jacksonville,FL,32244,575000,4,3.0,Jax Heights,3148,,1989,1,183,,Active,,,https://www.redfin.com/FL/Jacksonville/6130-Firestone-Rd-32244/home/89340892,NEFLMLS,1176341,N,Y,30.2383752,-81.7656055
MLS Listing,,Single Family Residential,9010 Commonwealth Ave,Jacksonville,FL,32220,399000,3,2.0,Whitehouse,1264,,1964,1,316,,Active,,,https://www.redfin.com/FL/Jacksonville/9010-Commonwealth-Ave-32220/home/108830253,NEFLMLS,1176569,N,Y,30.3438382,-81.8043796
MLS Listing,,Vacant Land,0 Hogan Rd,Jacksonville,FL,32216,250000,,,Tiger Hole,,,,1,,,Active,,,https://www.redfin.com/FL/JACKSONVILLE/HOGAN-RD-32216/home/72771181,NEFLMLS,1177475,N,Y,30.278868,-81.568464
MLS Listing,,Single Family Residential,8681 Mabel Dr,Jacksonville,FL,32256,635999,4,3.0,OLD STILL,2504,,2017,2,254,259,Active,,,https://www.redfin.com/FL/Jacksonville/8681-Mabel-Dr-32256/home/110306774,NEFLMLS,1177471,N,Y,30.219752,-81.5020972
MLS Listing,,Condo/Co-op,12301 Kernan Forest Blvd #606,Jacksonville,FL,32225,220000,2,2.0,Hammock Grove,1122,,2006,2,196,40,Active,,,https://www.redfin.com/FL/Jacksonville/12301-Kernan-Forest-Blvd-32225/unit-606/home/108829725,NEFLMLS,1176431,N,Y,30.3557061,-81.4882498
MLS Listing,,Single Family Residential,10234 Cypress Lakes Dr,Jacksonville,FL,32256,1069000,5,4.5,Deercreek Cc,4240,,1997,2,252,130,Active,,,https://www.redfin.com/FL/Jacksonville/10234-Cypress-Lakes-Dr-32256/home/62408660,NEFLMLS,1177467,N,Y,30.1780736,-81.5267496
MLS Listing,,Single Family Residential,6222 Kenny Rd,Jacksonville,FL,32254,249000,3,2.0,Pickettville,1495,,1970,2,167,,Active,,,https://www.redfin.com/FL/Jacksonville/6222-Kenny-Rd-32254/home/72811885,NEFLMLS,1177464,N,Y,30.3601781,-81.7535133
MLS Listing,,Single Family Residential,465 Aiken Rd,Jacksonville,FL,32216,230000,3,1.0,Glynlea Park,1344,,1949,2,171,,Active,,,https://www.redfin.com/FL/Jacksonville/465-Aiken-Rd-32216/home/108841231,NEFLMLS,1177465,N,Y,30.3062515,-81.5882383
PAST SALE,,Single Family Residential,269 Auburn Oaks Rd East,Jacksonville,FL,32218,334900,3,2.5,Cedar Bay Heights,2123,,2014,1,158,35,Pending,,,https://www.redfin.com/FL/Jacksonville/269-Auburn-Oaks-Rd-E-32218/home/108812622,NEFLMLS,1177462,N,Y,30.4328733,-81.6358091
MLS Listing,,Single Family Residential,1203 Grandview Dr,Jacksonville,FL,32211,730000,5,4.0,Alderman Park,3461,,1961,2,211,,Active,,,https://www.redfin.com/FL/Jacksonville/1203-Grandview-Dr-32211/home/108815425,NEFLMLS,1177461,N,Y,30.3347765,-81.5770584
MLS Listing,,Single Family Residential,4006 Ortega Forest Dr,Jacksonville,FL,32210,1725000,4,3.0,Ortega Forest,3356,,1962,2,514,,Active,,,https://www.redfin.com/FL/Jacksonville/4006-Ortega-Forest-Dr-32210/home/72748086,NEFLMLS,1177460,N,Y,30.2718981,-81.7156819
MLS Listing,,Single Family Residential,2414 Looking Glass Ln,Jacksonville,FL,32210,214900,3,1.0,Cedar Hills Estates,995,,1962,2,216,,Active,,,https://www.redfin.com/FL/Jacksonville/2414-Looking-Glass-Ln-32210/home/178426137,NEFLMLS,1177459,N,Y,30.274805,-81.7630856
MLS Listing,,Townhouse,2410 Bitternut Way,Jacksonville,FL,32246,249900,2,2.0,Pine Bluff,1073,,1987,2,233,45,Active,,,https://www.redfin.com/FL/Jacksonville/2410-Bitternut-Way-32246/home/108893625,NEFLMLS,1177458,N,Y,30.3071386,-81.5213033
MLS Listing,,Condo/Co-op,3700 Kirkpatrick Cir Unit 8-6,Jacksonville,FL,32210,145200,2,2.0,Willow Ridge,1118,,2008,2,130,285,Active,,,https://www.redfin.com/FL/Jacksonville/3700-Kirkpatrick-Cir-32210/unit-8-6/home/108812955,NEFLMLS,1177453,N,Y,30.2671809,-81.7681491
MLS Listing,,Single Family Residential,2136 Willesdon Dr East,Jacksonville,FL,32246,449900,5,2.0,Sutton Lakes,2075,,2003,2,217,30,Active,,,https://www.redfin.com/FL/Jacksonville/2136-Willesdon-Dr-E-32246/home/105445973,NEFLMLS,1177452,N,Y,30.3079786,-81.5071569
MLS Listing,,Single Family Residential,1446 Cassandra Dr,Jacksonville,FL,32217,395000,3,2.5,Sanchez Grant,1830,,1961,2,216,,Active,,,https://www.redfin.com/FL/Jacksonville/1446-Cassandra-Dr-32217/home/101770624,NEFLMLS,1177450,N,Y,30.2592599,-81.6456427
MLS Listing,,Single Family Residential,2712 Floradale Dr South,Jacksonville,FL,32209,139900,3,1.0,Floradale,1156,,1966,2,121,,Active,,,https://www.redfin.com/FL/Jacksonville/2712-Floradale-Dr-S-32209/home/108852456,NEFLMLS,1177449,N,Y,30.3766327,-81.7083698
MLS Listing,,Single Family Residential,8239 Nussbaum Dr,Jacksonville,FL,32210,239000,3,2.0,Jax Heights Township,1243,,2015,2,192,,Active,,,https://www.redfin.com/FL/Jacksonville/8239-Nussbaum-Dr-32210/home/72807544,NEFLMLS,1177448,N,Y,30.2532348,-81.787099
MLS Listing,,Townhouse,855 Observatory Pkwy,Jacksonville,FL,32218,254900,2,2.5,CAPITOL PARK EAST,1210,,2022,2,211,87,Active,,,https://www.redfin.com/FL/Jacksonville/855-Observatory-Pkwy-32218/home/175655239,NEFLMLS,1177447,N,Y,30.4743051,-81.606678
MLS Listing,,Townhouse,2540 Haywood Estates Ln,Jacksonville,FL,32233,275000,3,2.0,HAYWOOD ESTATES,1125,,2009,2,244,25,Active,,,https://www.redfin.com/FL/Jacksonville/2540-Haywood-Estates-Ln-32233/home/108776400,NEFLMLS,1176738,N,Y,30.3565574,-81.4153853
MLS Listing,,Single Family Residential,2845 Mandarin Meadows Dr North,Jacksonville,FL,32223,314900,3,3.0,Mandarin Meadows,1594,,1942,2,198,,Active,,,https://www.redfin.com/FL/Jacksonville/2845-Mandarin-Meadows-Dr-N-32223/home/72778092,NEFLMLS,1177444,N,Y,30.1445901,-81.6368792
MLS Listing,,Single Family Residential,11244 Bright Path Ct,Jacksonville,FL,32256,744967,4,3.0,ETOWN,2531,,2022,2,294,31,Active,,,https://www.redfin.com/FL/Jacksonville/11244-Pathway-Ct-32225/home/180103044,NEFLMLS,1177440,N,Y,30.195377,-81.509038
MLS Listing,,Single Family Residential,3754 Burnt Pine Dr,Jacksonville,FL,32224,980000,4,3.5,Crosswater,3503,,2016,2,280,63,Active,,,https://www.redfin.com/FL/Jacksonville/3754-Burnt-Pine-Dr-32224/home/72808942,NEFLMLS,1177438,N,Y,30.2765714,-81.44631
MLS Listing,,Single Family Residential,11233 Strategy Ct,Jacksonville,FL,32256,683257,3,2.0,ETOWN,2101,,2022,2,325,31,Active,,,https://www.redfin.com/FL/Jacksonville/11233-Strategy-CT-32256/home/180102620,NEFLMLS,1177436,N,Y,30.194601,-81.509406
MLS Listing,,Single Family Residential,10014 Invention Ln,Jacksonville,FL,32256,649490,4,3.0,ETOWN,2126,,2022,2,305,31,Active,,,https://www.redfin.com/FL/Jacksonville/10014-Invention-Ln-32256/home/180102329,NEFLMLS,1177433,N,Y,30.1969192,-81.5087085
MLS Listing,,Single Family Residential,10683 Talon Ct,Jacksonville,FL,32257,435000,3,2.0,Eaglewood,1667,,1989,2,261,,Active,,,https://www.redfin.com/FL/Jacksonville/10683-Talon-Ct-32257/home/108798519,NEFLMLS,1177430,N,Y,30.1814884,-81.6124342
MLS Listing,,Single Family Residential,4520 Blackburn St,Jacksonville,FL,32210,240000,2,1.0,Lakeside Park,1119,,1947,2,214,,Active,,,https://www.redfin.com/FL/Jacksonville/4520-Blackburn-St-32210/home/62421052,NEFLMLS,1177429,N,Y,30.2761878,-81.7226512
MLS Listing,,Single Family Residential,713 Westgate Dr,Jacksonville,FL,32221,287000,3,2.0,Westgate,1214,,1971,2,236,,Active,,,https://www.redfin.com/FL/Jacksonville/713-Westgate-Dr-32221/home/62440052,NEFLMLS,1177428,N,Y,30.3131633,-81.7732549
MLS Listing,,Condo/Co-op,6654 White Blossom Cir Unit 32A,Jacksonville,FL,32258,320000,2,2.0,Twinleaf At Bartram Park,1797,,2008,2,178,265,Active,,,https://www.redfin.com/FL/Jacksonville/6654-White-Blossom-Cir-32258/unit-32A/home/108309402,NEFLMLS,1177427,N,Y,30.126373,-81.5375679
MLS Listing,,Townhouse,5646 Pinebay Cir South,Jacksonville,FL,32244,201000,2,2.0,Whispering Pines,1210,,1988,2,166,83,Active,,,https://www.redfin.com/FL/Jacksonville/5646-Pinebay-Cir-S-32244/home/58749426,NEFLMLS,1177425,N,Y,30.1943295,-81.7255584
MLS Listing,,Vacant Land,1049 Nicholson Rd,Jacksonville,FL,32207,995000,,,St Nicholas Park,,,,2,,,Active,,,https://www.redfin.com/FL/Jacksonville/1049-Nicholson-Rd-32207/home/72764837,NEFLMLS,1177422,N,Y,30.3113997,-81.6370504
MLS Listing,,Single Family Residential,6349 Harlow Blvd,Jacksonville,FL,32210,293000,3,2.5,Cedar Hills Estates,2149,,1960,2,136,,Active,,,https://www.redfin.com/FL/Jacksonville/6349-Harlow-Blvd-32210/home/58748352,NEFLMLS,1177415,N,Y,30.2624487,-81.7470385
MLS Listing,,Single Family Residential,3549 Ernest St,Jacksonville,FL,32205,270000,2,1.0,Murray Hill,936,,1940,2,288,,Active,,,https://www.redfin.com/FL/Jacksonville/3549-Ernest-St-32205/home/108540042,NEFLMLS,1177414,N,Y,30.31778,-81.7153826
MLS Listing,,Condo/Co-op,14913 Venosa Cir,Jacksonville,FL,32258,659900,3,2.5,Montevilla,3324,,2014,2,199,285,Active,,,https://www.redfin.com/FL/Jacksonville/14913-Venosa-Cir-32258/home/108901793,NEFLMLS,1177413,N,Y,30.106914,-81.519155
MLS Listing,,Single Family Residential,7721 Greenwich Ct West,Jacksonville,FL,32277,290000,2,2.0,Arlington Hills,1027,,1992,2,282,23,Active,,,https://www.redfin.com/FL/Jacksonville/7721-Greenwich-Ct-W-32277/home/80153364,NEFLMLS,1177411,N,Y,30.3651255,-81.5714035
PAST SALE,July-12-2016,Condo/Co-op,5215 San Jose Blvd #101,Jacksonville,FL,32207,200000,2,2.0,Georgetown,1750,,1991,1,114,850,Pending,,,https://www.redfin.com/FL/Jacksonville/5215-San-Jose-Blvd-32207/unit-101/home/103701626,NEFLMLS,1177410,N,Y,30.265,-81.646107
MLS Listing,,Single Family Residential,7602 Ginger Tea Trl West,Jacksonville,FL,32244,315000,3,2.0,Argyle Forest,1224,,1997,2,257,20,Active,,,https://www.redfin.com/FL/Jacksonville/7602-Ginger-Tea-Trl-W-32244/home/108784094,NEFLMLS,1177409,N,Y,30.2084827,-81.7675295
MLS Listing,,Single Family Residential,1368 Cove Landing Dr,Jacksonville,FL,32233,389900,3,2.5,Cypress Cove,1373,,1989,2,284,,Active,,,https://www.redfin.com/FL/Jacksonville/1368-Cove-Landing-Dr-32233/home/108840093,NEFLMLS,1177407,N,Y,30.3477415,-81.4233699
MLS Listing,,Vacant Land,LOT 10 Smart Ave,Jacksonville,FL,32219,54733,,,Lincoln Villas,,,,2,,,Active,,,https://www.redfin.com/FL/Jacksonville/LOT-10-Smart-Ave-32219/home/180100107,NEFLMLS,1177405,N,Y,30.398846,-81.732984
MLS Listing,,Townhouse,14927 Bartram Village Ln,Jacksonville,FL,32258,350000,3,2.5,Bartram Springs,1846,,2012,2,190,116,Active,,,https://www.redfin.com/FL/Jacksonville/14927-Bartram-Village-Ln-32258/home/108829889,NEFLMLS,1177403,N,Y,30.105047,-81.50161
MLS Listing,,Single Family Residential,2347 Lake Shore Blvd Blvd,Jacksonville,FL,32210,275000,3,2.0,Lake Shore,1159,,1951,2,237,,Active,,,https://www.redfin.com/FL/Jacksonville/2347-Lake-Shore-Blvd-32210/home/72744912,NEFLMLS,1177401,N,Y,30.276547,-81.7339802
MLS Listing,,Single Family Residential,7025 Mayapple Rd,Jacksonville,FL,32211,299000,4,2.0,Arlington Hills,1350,,1957,2,221,,Active,,,https://www.redfin.com/FL/Jacksonville/7025-Mayapple-Rd-32211/home/108858555,NEFLMLS,1177396,N,Y,30.3481791,-81.5803568
MLS Listing,,Condo/Co-op,5615 San Juan Ave #409,Jacksonville,FL,32210,139000,2,2.0,Cedar Creek Landing,1115,,1987,2,125,324,Active,,,https://www.redfin.com/FL/Jacksonville/5615-San-Juan-Ave-32210/unit-409/home/62474076,NEFLMLS,1177394,N,Y,30.2826759,-81.7417538
MLS Listing,,Condo/Co-op,10550 Baymeadows Rd #705,Jacksonville,FL,32256,265000,3,2.0,The Overlook,1408,,2000,2,188,335,Active,,,https://www.redfin.com/FL/Jacksonville/10550-Baymeadows-Rd-32256/unit-705/home/72797820,NEFLMLS,1177391,N,Y,30.2133858,-81.5224217
MLS Listing,,Single Family Residential,2676 Ostia Cir,Jacksonville,FL,32246,877000,5,4.0,BELLA NIKA AT TAMAYA,2865,,2018,2,306,8,Active,,,https://www.redfin.com/FL/Jacksonville/2676-Ostia-Cir-32246/home/168058130,NEFLMLS,1176795,N,Y,30.300988,-81.4775132
MLS Listing,,Vacant Land,0 New Kings Rd,Jacksonville,FL,32209,30000,,,F Bagley Grant,,,,2,,,Active,,,https://www.redfin.com/FL/JACKSONVILLE/NEW-KINGS-RD-32209/home/72727261,NEFLMLS,1177389,N,Y,30.377003,-81.726393
MLS Listing,,Single Family Residential,9833 Elaine Rd,Jacksonville,FL,32246,230000,2,1.0,Southside Estates,928,,1951,2,248,,Active,,,https://www.redfin.com/FL/Jacksonville/9833-Elaine-Rd-32246/home/108857317,NEFLMLS,1177388,N,Y,30.2846444,-81.5549078
MLS Listing,,Condo/Co-op,9831 Del Webb Pkwy #2102,Jacksonville,FL,32256,430000,2,2.0,Sandpiper Village,2129,,2006,2,202,195,Active,,,https://www.redfin.com/FL/Jacksonville/9831-Del-Webb-Pkwy-32256/unit-2102/home/58757300,St. Augustine and St. Johns County Board of REALTORS®,225120,N,Y,30.217228,-81.5046524
MLS Listing,,Single Family Residential,12776 Turtle Lake Ln,Jacksonville,FL,32246,415000,3,2.5,Indian Springs,1625,,1992,2,255,30,Active,,,https://www.redfin.com/FL/Jacksonville/12776-Turtle-Lake-Ln-32246/home/72784119,NEFLMLS,1177386,N,Y,30.3093483,-81.4692284
MLS Listing,,Single Family Residential,12615 Shady Creek Dr,Jacksonville,FL,32223,439900,3,2.0,Julington Landing,1777,,1979,2,248,,Active,,,https://www.redfin.com/FL/Jacksonville/12615-Shady-Creek-Dr-32223/home/62402355,NEFLMLS,1177081,N,Y,30.1412887,-81.6031208
MLS Listing,,Single Family Residential,11520 Dunforth Cove Dr,Jacksonville,FL,32218,385000,4,2.5,Howards Run,2386,,2015,2,161,44,Active,,,https://www.redfin.com/FL/Jacksonville/11520-Dunforth-Cove-Dr-32218/home/110307360,NEFLMLS,1177381,N,Y,30.4497808,-81.6055402
MLS Listing,,Single Family Residential,11940 Carson Lake Dr West,Jacksonville,FL,32221,299000,3,2.0,Adams Lake,1625,,2015,2,184,33,Active,,,https://www.redfin.com/FL/Jacksonville/11940-Carson-Lake-Dr-W-32221/home/77165868,NEFLMLS,1177383,N,Y,30.2725959,-81.864288
MLS Listing,,Single Family Residential,2407 Ridge Will Dr,Jacksonville,FL,32246,509900,4,2.0,Windsor Chase,2523,,2002,2,202,55,Active,,,https://www.redfin.com/FL/Jacksonville/2407-Ridge-Will-Dr-32246/home/62461103,NEFLMLS,1177378,N,Y,30.299275,-81.4926413
MLS Listing,,Single Family Residential,13771 Goodson Pl,Jacksonville,FL,32226,415000,4,2.5,Victoria Lakes,2410,,2009,2,172,38,Active,,,https://www.redfin.com/FL/Jacksonville/13771-Goodson-Pl-32226/home/62456875,NEFLMLS,1177373,N,Y,30.4847986,-81.5688758
MLS Listing,,Single Family Residential,1789 Helena St,Jacksonville,FL,32208,50000,2,1.0,Rutledges,1037,,1963,2,48,,Active,,,https://www.redfin.com/FL/Jacksonville/1789-Helena-St-32208/home/58726267,NEFLMLS,1177369,N,Y,30.3779025,-81.6840767
MLS Listing,,Single Family Residential,1128 Sebago Ave North,Atlantic Beach,FL,32233,340000,3,2.0,Oak Harbor,990,,1961,2,343,,Active,,,https://www.redfin.com/FL/Atlantic-Beach/1128-Sebago-Ave-N-32233/home/108802995,NEFLMLS,1177367,N,Y,30.3615051,-81.4240137
MLS Listing,,Single Family Residential,13832 Admirals Bend Dr,Jacksonville,FL,32225,985000,4,4.5,QUEENS HARBOUR YACHT AND CC,4080,,1991,2,241,228,Active,,,https://www.redfin.com/FL/Jacksonville/13832-Admirals-Bend-Dr-32225/home/72785734,NEFLMLS,1177363,N,Y,30.3316795,-81.4439069
MLS Listing,,Multi-Family (2-4 Unit),831 Cedar St,Jacksonville,FL,32207,1200000,6,5.0,Palm Park,4152,,1937,2,289,,Active,,,https://www.redfin.com/FL/Jacksonville/831-Cedar-St-32207/home/58769552,NEFLMLS,1177361,N,Y,30.3107105,-81.6626426
MLS Listing,,Single Family Residential,723 Detroit St,Jacksonville,FL,32254,99000,2,1.0,Woodstock Park,1029,,1938,2,96,,Active,,,https://www.redfin.com/FL/Jacksonville/723-Detroit-St-32254/home/72735496,NEFLMLS,1177360,N,Y,30.331319,-81.7179908
MLS Listing,,Single Family Residential,4152 Trieste Pl,Jacksonville,FL,32244,350000,3,2.0,Venetia Manor,1322,,1952,2,265,,Active,,,https://www.redfin.com/FL/Jacksonville/4152-Trieste-Pl-32244/home/62418015,NEFLMLS,1177357,N,Y,30.2465514,-81.6918168
MLS Listing,,Single Family Residential,5159 Tan St,Jacksonville,FL,32258,280000,3,2.0,Del Rio,960,,1974,2,292,,Active,,,https://www.redfin.com/FL/Jacksonville/5159-Tan-St-32258/home/108832822,NEFLMLS,1177358,N,Y,30.1454556,-81.5721318
MLS Listing,,Single Family Residential,1725 East Rd,Jacksonville,FL,32216,195000,3,2.5,Ridgeland Gardens,2088,,1928,2,93,,Active,,,https://www.redfin.com/FL/Jacksonville/1725-E-Rd-32216/home/72760968,NEFLMLS,1177356,N,Y,30.2906077,-81.584192
MLS Listing,,Condo/Co-op,7990 Baymeadows Rd East #727,Jacksonville,FL,32256,200000,2,2.0,Horizons At Stonebridge Villag,1050,,2002,2,190,191,Active,,,https://www.redfin.com/FL/Jacksonville/7990-Baymeadows-Rd-E-32256/unit-727/home/108817392,NEFLMLS,1177355,N,Y,30.2283274,-81.5095779
MLS Listing,,Single Family Residential,5323 Stetson Rd,Jacksonville,FL,32207,275000,3,2.0,Lakewood,1623,,1949,2,169,,Active,,,https://www.redfin.com/FL/Jacksonville/5323-Stetson-Rd-32207/home/108815475,NEFLMLS,1177354,N,Y,30.2640346,-81.6392761
MLS Listing,,Single Family Residential,5555 Tampico Rd,Jacksonville,FL,32244,274999,3,2.0,Oak Hill,1305,,1961,2,211,,Active,,,https://www.redfin.com/FL/Jacksonville/5555-Tampico-Rd-32244/home/72745745,NEFLMLS,1177352,N,Y,30.2461086,-81.7561843
MLS Listing,,Single Family Residential,9250 Sharnbrook Ln,Jacksonville,FL,32244,365000,4,2.0,Watermill,2006,,2007,2,182,42,Active,,,https://www.redfin.com/FL/Jacksonville/9250-Sharnbrook-Ln-32244/home/62433039,NEFLMLS,1177349,N,Y,30.2026215,-81.8132773
MLS Listing,,Townhouse,15163 Venosa Cir,Jacksonville,FL,32258,449000,3,2.0,Montevilla,1886,,2019,2,238,285,Active,,,https://www.redfin.com/FL/Jacksonville/15163-Venosa-Cir-32258/home/170228900,NEFLMLS,1177345,N,Y,30.1092332,-81.5173114
